5.960464477539062500e-06,5.955000000000021387e-02,1.674000000000019917e-02,3.082000000000006956e-02,-2.000000000000265454e-05,-1.600000000000004197e-03,9.900897114200003513e-01,-4.130799999999999983e+01,3.118499999999999872e+01,2.937300000000000111e+01
3.264594078063964844e-02,-1.449999999999729283e-03,3.974000000000033062e-02,7.820000000000049134e-03,-3.020000000000001850e-03,-6.000000000000033085e-04,9.940897114200003548e-01,-4.148599999999999710e+01,3.208100000000000307e+01,3.127299999999999969e+01
1.540808677673339844e-01,4.455000000000008953e-02,1.740000000000296865e-03,7.820000000000049134e-03,-2.000000000000265454e-05,1.399999999999994998e-03,9.940897114200003548e-01,-4.291100000000000136e+01,3.243999999999999773e+01,2.919999999999999929e+01
2.755379676818847656e-01,-4.744999999999954809e-02,-6.725999999999965340e-02,1.078200000000000269e-01,-1.020000000000000073e-03,-1.600000000000004197e-03,9.990897114200003593e-01,-4.095199999999999818e+01,3.082700000000000173e+01,2.937300000000000111e+01
3.997347354888916016e-01,-3.944999999999954099e-02,-2.925999999999961965e-02,-1.417999999999997041e-02,9.799999999999982336e-04,-2.600000000000003350e-03,9.950897114200003557e-01,-3.952799999999999869e+01,3.190200000000000102e+01,3.075499999999999901e+01
5.210359096527099609e-01,-4.744999999999954809e-02,-9.025999999999978485e-02,3.082000000000006956e-02,-1.020000000000000073e-03,-2.600000000000003350e-03,9.940897114200003548e-01,-4.059599999999999653e+01,3.118499999999999872e+01,2.902700000000000102e+01
6.423718929290771484e-01,-1.004499999999999282e-01,-6.259999999999710241e-03,-1.417999999999997041e-02,-3.020000000000001850e-03,-2.600000000000003350e-03,9.960897114200003566e-01,-4.006199999999999761e+01,3.136400000000000077e+01,3.127299999999999969e+01
7.625360488891601562e-01,7.455000000000033822e-02,-2.125999999999961254e-02,-7.517999999999991356e-02,-2.000000000000265454e-05,-1.600000000000004197e-03,9.960897114200003566e-01,-4.059599999999999653e+01,3.118499999999999872e+01,3.040899999999999892e+01
8.869998455047607422e-01,-8.544999999999980389e-02,-5.925999999999964629e-02,-7.517999999999991356e-02,-2.000000000000265454e-05,-1.600000000000004197e-03,9.930897114200003539e-01,-4.095199999999999818e+01,3.297699999999999676e+01,3.040899999999999892e+01
1.005729913711547852e+00,-9.449999999999736389e-03,-6.259999999999710241e-03,-1.417999999999997041e-02,-1.020000000000000073e-03,-3.600000000000004238e-03,9.950897114200003557e-01,-3.935000000000000142e+01,3.172299999999999898e+01,2.989099999999999824e+01
1.130337953567504883e+00,1.965500000000002245e-01,1.674000000000019917e-02,-7.179999999999964189e-03,-1.020000000000000073e-03,-6.000000000000033085e-04,9.940897114200003548e-01,-3.935000000000000142e+01,3.208100000000000307e+01,2.954599999999999937e+01
1.252060890197753906e+00,-3.944999999999954099e-02,-4.425999999999974399e-02,7.820000000000049134e-03,-1.020000000000000073e-03,-1.600000000000004197e-03,9.960897114200003566e-01,-4.041799999999999926e+01,3.208100000000000307e+01,2.989099999999999824e+01
1.374235868453979492e+00,2.155000000000040217e-02,-2.925999999999961965e-02,-7.179999999999964189e-03,-1.020000000000000073e-03,-3.600000000000004238e-03,9.940897114200003548e-01,-4.077400000000000091e+01,3.100600000000000023e+01,3.023699999999999832e+01
1.496306896209716797e+00,2.955000000000040927e-02,-3.725999999999962675e-02,-7.179999999999964189e-03,-2.000000000000265454e-05,-1.600000000000004197e-03,9.950897114200003557e-01,-3.952799999999999869e+01,3.154299999999999926e+01,2.971799999999999997e+01
1.617741823196411133e+00,-9.449999999999736389e-03,7.774000000000036437e-02,4.682000000000002826e-02,-1.020000000000000073e-03,-1.600000000000004197e-03,9.920897114200003530e-01,-4.006199999999999761e+01,3.279800000000000182e+01,3.092800000000000082e+01
1.738152027130126953e+00,1.355000000000039506e-02,6.274000000000024002e-02,6.182000000000004158e-02,9.799999999999982336e-04,-1.600000000000004197e-03,9.970897114200003575e-01,-4.095199999999999818e+01,3.046799999999999997e+01,3.040899999999999892e+01
1.860715150833129883e+00,3.655000000000008242e-02,-6.259999999999710241e-03,3.082000000000006956e-02,-1.020000000000000073e-03,-2.600000000000003350e-03,9.940897114200003548e-01,-4.059599999999999653e+01,3.225999999999999801e+01,2.971799999999999997e+01
1.981846094131469727e+00,2.955000000000040927e-02,8.740000000000192060e-03,6.882000000000004780e-02,-2.020000000000000961e-03,-2.600000000000003350e-03,9.940897114200003548e-01,-4.095199999999999818e+01,3.261899999999999977e+01,2.937300000000000111e+01
2.104063987731933594e+00,1.355000000000039506e-02,2.374000000000031640e-02,8.200000000000429168e-04,-1.020000000000000073e-03,-2.600000000000003350e-03,9.980897114200003584e-01,-4.184199999999999875e+01,3.100600000000000023e+01,2.850900000000000034e+01
2.226106882095336914e+00,-5.444999999999966533e-02,6.974000000000035726e-02,-2.217999999999997751e-02,9.799999999999982336e-04,-6.000000000000033085e-04,9.950897114200003557e-01,-4.148599999999999710e+01,3.243999999999999773e+01,3.023699999999999832e+01
2.347065925598144531e+00,1.355000000000039506e-02,8.474000000000025956e-02,-5.317999999999989402e-02,-2.000000000000265454e-05,-6.000000000000033085e-04,9.930897114200003539e-01,-4.006199999999999761e+01,3.243999999999999773e+01,2.919999999999999929e+01
2.470645904541015625e+00,9.755000000000046967e-02,-2.125999999999961254e-02,6.882000000000004780e-02,-2.020000000000000961e-03,3.999999999999975797e-04,9.960897114200003566e-01,-4.024000000000000199e+01,3.154299999999999926e+01,3.040899999999999892e+01
2.591804981231689453e+00,-1.234499999999996156e-01,1.674000000000019917e-02,3.882000000000007667e-02,-3.020000000000001850e-03,-6.000000000000033085e-04,9.940897114200003548e-01,-4.184199999999999875e+01,3.208100000000000307e+01,3.092800000000000082e+01
2.712691068649291992e+00,-4.744999999999954809e-02,2.374000000000031640e-02,6.882000000000004780e-02,-1.020000000000000073e-03,-2.600000000000003350e-03,9.940897114200003548e-01,-4.024000000000000199e+01,3.225999999999999801e+01,3.006400000000000006e+01
2.837358951568603516e+00,3.655000000000008242e-02,-2.125999999999961254e-02,5.382000000000003448e-02,-1.020000000000000073e-03,-2.600000000000003350e-03,9.950897114200003557e-01,-4.148599999999999710e+01,3.172299999999999898e+01,2.989099999999999824e+01
2.956645965576171875e+00,5.955000000000021387e-02,-6.259999999999710241e-03,-4.517999999999999794e-02,-2.020000000000000961e-03,-1.600000000000004197e-03,9.950897114200003557e-01,-3.988400000000000034e+01,3.225999999999999801e+01,3.075499999999999901e+01
3.078954935073852539e+00,1.355000000000039506e-02,1.674000000000019917e-02,8.200000000000429168e-04,-2.020000000000000961e-03,-1.600000000000004197e-03,9.930897114200003539e-01,-4.077400000000000091e+01,3.208100000000000307e+01,3.058200000000000074e+01
3.199496984481811523e+00,6.550000000000277822e-03,4.674000000000022581e-02,8.200000000000429168e-04,-2.000000000000265454e-05,-3.600000000000004238e-03,9.940897114200003548e-01,-3.952799999999999869e+01,3.154299999999999926e+01,2.937300000000000111e+01
3.324810028076171875e+00,7.455000000000033822e-02,2.374000000000031640e-02,-1.211799999999999544e-01,-1.020000000000000073e-03,-3.600000000000004238e-03,9.920897114200003530e-01,-4.130799999999999983e+01,3.333599999999999852e+01,3.075499999999999901e+01
3.444061040878295898e+00,-1.154499999999996085e-01,5.474000000000023292e-02,-1.417999999999997041e-02,-2.020000000000000961e-03,-2.600000000000003350e-03,9.950897114200003557e-01,-4.219800000000000040e+01,3.100600000000000023e+01,3.058200000000000074e+01
3.564594984054565430e+00,-3.944999999999954099e-02,1.740000000000296865e-03,3.082000000000006956e-02,-2.020000000000000961e-03,-2.600000000000003350e-03,9.960897114200003566e-01,-3.917199999999999704e+01,3.154299999999999926e+01,3.110099999999999909e+01
3.689357757568359375e+00,3.655000000000008242e-02,3.974000000000033062e-02,-3.017999999999998462e-02,-2.020000000000000961e-03,-3.600000000000004238e-03,9.970897114200003575e-01,-4.059599999999999653e+01,3.333599999999999852e+01,2.764499999999999957e+01
3.811073780059814453e+00,-6.244999999999967244e-02,3.974000000000033062e-02,7.682000000000005491e-02,-2.000000000000265454e-05,-1.600000000000004197e-03,9.920897114200003530e-01,-4.024000000000000199e+01,3.046799999999999997e+01,3.040899999999999892e+01
3.934237003326416016e+00,-7.044999999999967955e-02,-5.925999999999964629e-02,-4.517999999999999794e-02,-2.020000000000000961e-03,-1.600000000000004197e-03,9.940897114200003548e-01,-4.166400000000000148e+01,3.261899999999999977e+01,3.006400000000000006e+01
4.053541898727416992e+00,5.955000000000021387e-02,-2.125999999999961254e-02,-7.517999999999991356e-02,-2.000000000000265454e-05,-2.600000000000003350e-03,9.960897114200003566e-01,-4.041799999999999926e+01,3.315599999999999881e+01,3.058200000000000074e+01
4.174057006835937500e+00,7.455000000000033822e-02,-5.225999999999975110e-02,2.382000000000006334e-02,9.799999999999982336e-04,-2.600000000000003350e-03,9.960897114200003566e-01,-4.059599999999999653e+01,3.190200000000000102e+01,2.971799999999999997e+01
4.299290895462036133e+00,2.955000000000040927e-02,2.374000000000031640e-02,-3.717999999999999083e-02,-1.020000000000000073e-03,3.999999999999975797e-04,9.970897114200003575e-01,-4.308899999999999864e+01,3.190200000000000102e+01,3.006400000000000006e+01
4.420619726181030273e+00,5.955000000000021387e-02,-5.925999999999964629e-02,-3.017999999999998462e-02,-2.020000000000000961e-03,-1.600000000000004197e-03,9.980897114200003584e-01,-4.130799999999999983e+01,3.118499999999999872e+01,3.006400000000000006e+01
